GEO.id,GEOID,GEO.display-label,P003001,HD02_VD01,HD01_VD02,HD02_VD02,P003003,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Householder who is White alone,Margin of Error; Total: - Householder who is White alone,Estimate; Total: - Householder who is Black or African American alone,Margin of Error; Total: - Householder who is Black or African American alone,Estimate; Total: - Householder who is American Indian and Alaska Native alone,Margin of Error; Total: - Householder who is American Indian and Alaska Native alone,Estimate; Total: - Householder who is Asian alone,Margin of Error; Total: - Householder who is Asian alone,Estimate; Total: - Householder who is Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Householder who is Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Householder who is Some other race alone,Margin of Error; Total: - Householder who is Some other race alone,Estimate; Total: - Householder who is Two or more races:,Margin of Error; Total: - Householder who is Two or more races:,Estimate; Total: - Householder who is Two or more races: - Householder who is Two races including Some other race,Margin of Error; Total: - Householder who is Two or more races: - Householder who is Two races including Some other race,"Estimate; Total: - Householder who is Two or more races: - Householder who is Two races excluding Some other race, and three or more races","Margin of Error; Total: - Householder who is Two or more races: - Householder who is Two races excluding Some other race, and three or more races"
1400000US24510120100,24510120100,"Census Tract 1201, Baltimore city, Maryland",2462,190,1904,223,111,67,0,127,430,135,0,127,0,127,17,26,0,127,17,26
1400000US24510120201,24510120201,"Census Tract 1202.01, Baltimore city, Maryland",930,72,766,105,81,48,0,127,17,29,0,127,0,127,66,70,0,127,66,70
1400000US24510120202,24510120202,"Census Tract 1202.02, Baltimore city, Maryland",2217,240,1332,206,328,147,0,127,465,157,0,127,35,42,57,68,0,127,57,68
1400000US24510120300,24510120300,"Census Tract 1203, Baltimore city, Maryland",1299,151,529,119,708,126,6,9,18,21,0,127,0,127,38,43,0,127,38,43
1400000US24510120400,24510120400,"Census Tract 1204, Baltimore city, Maryland",436,112,87,50,308,90,0,127,0,127,0,127,0,127,41,40,0,127,41,40
1400000US24510120500,24510120500,"Census Tract 1205, Baltimore city, Maryland",682,123,220,77,452,118,0,127,10,16,0,127,0,127,0,127,0,127,0,127
1400000US24510120600,24510120600,"Census Tract 1206, Baltimore city, Maryland",1451,164,523,109,681,159,0,127,161,89,0,127,37,34,49,51,0,127,49,51
1400000US24510120700,24510120700,"Census Tract 1207, Baltimore city, Maryland",1001,117,674,112,177,89,0,127,85,67,0,127,10,18,55,59,10,16,45,56
1400000US24510130100,24510130100,"Census Tract 1301, Baltimore city, Maryland",1459,125,68,49,1337,132,0,127,0,127,0,127,21,33,33,32,0,127,33,32
1400000US24510130200,24510130200,"Census Tract 1302, Baltimore city, Maryland",1113,145,129,61,943,142,0,127,13,20,0,127,0,127,28,33,16,26,12,20
1400000US24510130300,24510130300,"Census Tract 1303, Baltimore city, Maryland",868,127,108,69,749,124,0,127,11,18,0,127,0,127,0,127,0,127,0,127
1400000US24510130400,24510130400,"Census Tract 1304, Baltimore city, Maryland",836,100,0,127,801,115,0,127,9,14,0,127,0,127,26,42,0,127,26,42
1400000US24510130600,24510130600,"Census Tract 1306, Baltimore city, Maryland",1624,118,1452,116,90,78,0,127,73,59,0,127,0,127,9,14,0,127,9,14
1400000US24510130700,24510130700,"Census Tract 1307, Baltimore city, Maryland",2355,166,2166,167,176,83,0,127,0,127,0,127,0,127,13,23,0,127,13,23
1400000US24510130803,24510130803,"Census Tract 1308.03, Baltimore city, Maryland",1274,86,936,109,149,88,0,127,96,69,0,127,83,86,10,18,0,127,10,18
1400000US24510130804,24510130804,"Census Tract 1308.04, Baltimore city, Maryland",871,104,779,89,21,26,0,127,54,62,0,127,0,127,17,28,0,127,17,28
1400000US24510130805,24510130805,"Census Tract 1308.05, Baltimore city, Maryland",614,21,136,74,455,85,0,127,0,127,0,127,0,127,23,23,0,127,23,23
1400000US24510130806,24510130806,"Census Tract 1308.06, Baltimore city, Maryland",674,42,541,66,133,68,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510140100,24510140100,"Census Tract 1401, Baltimore city, Maryland",2418,185,1207,193,1003,164,0,127,173,81,0,127,0,127,35,42,0,127,35,42
1400000US24510140200,24510140200,"Census Tract 1402, Baltimore city, Maryland",952,128,115,95,812,103,0,127,15,26,0,127,0,127,10,17,0,127,10,17
1400000US24510140300,24510140300,"Census Tract 1403, Baltimore city, Maryland",962,158,121,94,841,145,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510150100,24510150100,"Census Tract 1501, Baltimore city, Maryland",1101,110,0,127,1088,108,4,9,0,127,0,127,0,127,9,15,0,127,9,15
1400000US24510150200,24510150200,"Census Tract 1502, Baltimore city, Maryland",807,115,0,127,807,115,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510150300,24510150300,"Census Tract 1503, Baltimore city, Maryland",880,117,0,127,850,110,0,127,0,127,0,127,0,127,30,48,0,127,30,48
1400000US24510150400,24510150400,"Census Tract 1504, Baltimore city, Maryland",1012,138,0,127,1004,136,0,127,0,127,0,127,0,127,8,14,0,127,8,14
1400000US24510150500,24510150500,"Census Tract 1505, Baltimore city, Maryland",661,104,0,127,641,108,20,30,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510150600,24510150600,"Census Tract 1506, Baltimore city, Maryland",1088,159,28,45,980,138,0,127,48,58,0,127,32,52,0,127,0,127,0,127
1400000US24510150701,24510150701,"Census Tract 1507.01, Baltimore city, Maryland",665,101,0,127,658,99,7,12,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510150702,24510150702,"Census Tract 1507.02, Baltimore city, Maryland",886,120,0,127,886,120,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510150800,24510150800,"Census Tract 1508, Baltimore city, Maryland",1663,193,29,31,1574,191,0,127,0,127,0,127,0,127,60,53,27,42,33,36
1400000US24510150900,24510150900,"Census Tract 1509, Baltimore city, Maryland",1331,126,27,31,1304,128,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US24510151000,24510151000,"Census Tract 1510, Baltimore city, Maryland",1845,182,14,22,1798,182,19,23,0,127,0,127,0,127,14,32,0,127,14,32
1400000US24510151100,24510151100,"Census Tract 1511, Baltimore city, Maryland",2767,180,62,60,2579,213,32,36,11,18,0,127,21,36,62,96,0,127,62,96
1400000US24510151200,24510151200,"Census Tract 1512, Baltimore city, Maryland",1854,149,127,129,1650,169,0,127,7,16,0,127,57,87,13,23,0,127,13,23
1400000US24510151300,24510151300,"Census Tract 1513, Baltimore city, Maryland",1581,135,0,127,1548,142,0,127,8,14,0,127,0,127,25,39,0,127,25,39
