GEO.id,GEOID,GEO.display-label,P003001,HD02_VD01,P003003_1,HD02_VD02,P003003,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone
1400000US47179061000,47179061000,"Census Tract 610, Washington County, Tennessee",2417,399,1849,356,514,199
1400000US47179061100,47179061100,"Census Tract 611, Washington County, Tennessee",4471,298,4103,320,149,120
1400000US47179061200,47179061200,"Census Tract 612, Washington County, Tennessee",2922,330,2732,327,132,85
1400000US47179061300,47179061300,"Census Tract 613, Washington County, Tennessee",8089,566,7357,531,352,155
1400000US47179061401,47179061401,"Census Tract 614.01, Washington County, Tennessee",4489,499,4281,495,0,127
1400000US47179061402,47179061402,"Census Tract 614.02, Washington County, Tennessee",5543,519,5393,528,15,19
1400000US47179061500,47179061500,"Census Tract 615, Washington County, Tennessee",6753,492,6347,510,32,37
1400000US47179061601,47179061601,"Census Tract 616.01, Washington County, Tennessee",3749,241,3700,259,0,127
1400000US47179061602,47179061602,"Census Tract 616.02, Washington County, Tennessee",9583,469,9473,482,0,127
1400000US47179061701,47179061701,"Census Tract 617.01, Washington County, Tennessee",5429,375,5034,465,265,226
1400000US47179061702,47179061702,"Census Tract 617.02, Washington County, Tennessee",6822,426,6721,416,64,64
1400000US47179061800,47179061800,"Census Tract 618, Washington County, Tennessee",6973,487,6973,487,0,127
1400000US47179061901,47179061901,"Census Tract 619.01, Washington County, Tennessee",7569,589,7407,614,59,67
1400000US47179061902,47179061902,"Census Tract 619.02, Washington County, Tennessee",4623,343,4623,343,0,127
1400000US47179062000,47179062000,"Census Tract 620, Washington County, Tennessee",3778,409,3289,389,268,158
1400000US47181950100,47181950100,"Census Tract 9501, Wayne County, Tennessee",4686,284,3682,307,907,99
1400000US47181950200,47181950200,"Census Tract 9502, Wayne County, Tennessee",5017,417,4888,390,85,114
1400000US47181950300,47181950300,"Census Tract 9503, Wayne County, Tennessee",3974,457,3774,424,0,127
1400000US47181950400,47181950400,"Census Tract 9504, Wayne County, Tennessee",3339,354,3283,358,23,48
1400000US47183968000,47183968000,"Census Tract 9680, Weakley County, Tennessee",1370,175,1370,175,0,127
1400000US47183968101,47183968101,"Census Tract 9681.01, Weakley County, Tennessee",3650,406,2612,444,863,301
1400000US47183968102,47183968102,"Census Tract 9681.02, Weakley County, Tennessee",2136,290,1891,318,115,123
1400000US47183968201,47183968201,"Census Tract 9682.01, Weakley County, Tennessee",4437,433,4204,457,75,59
1400000US47183968202,47183968202,"Census Tract 9682.02, Weakley County, Tennessee",2071,449,1535,346,494,196
1400000US47183968203,47183968203,"Census Tract 9682.03, Weakley County, Tennessee",3353,405,2774,467,499,294
1400000US47183968300,47183968300,"Census Tract 9683, Weakley County, Tennessee",2409,200,2223,193,97,56
1400000US47183968400,47183968400,"Census Tract 9684, Weakley County, Tennessee",5248,398,5085,425,117,97
1400000US47183968500,47183968500,"Census Tract 9685, Weakley County, Tennessee",4747,469,4575,474,104,110
1400000US47183968600,47183968600,"Census Tract 9686, Weakley County, Tennessee",3814,370,3344,305,225,218
1400000US47183968700,47183968700,"Census Tract 9687, Weakley County, Tennessee",1322,171,1204,148,0,127
1400000US47185935000,47185935000,"Census Tract 9350, White County, Tennessee",3880,363,3796,355,44,40
1400000US47185935100,47185935100,"Census Tract 9351, White County, Tennessee",5685,373,5619,370,0,127
1400000US47185935200,47185935200,"Census Tract 9352, White County, Tennessee",3981,348,3934,348,0,127
1400000US47185935300,47185935300,"Census Tract 9353, White County, Tennessee",4670,456,4316,449,135,95
1400000US47185935400,47185935400,"Census Tract 9354, White County, Tennessee",3547,367,3210,392,215,92
1400000US47185935500,47185935500,"Census Tract 9355, White County, Tennessee",3697,314,3614,312,0,127
1400000US47187050101,47187050101,"Census Tract 501.01, Williamson County, Tennessee",6302,364,5263,353,311,161
1400000US47187050102,47187050102,"Census Tract 501.02, Williamson County, Tennessee",3564,296,3361,294,50,42
1400000US47187050103,47187050103,"Census Tract 501.03, Williamson County, Tennessee",3716,334,3408,340,88,103
1400000US47187050203,47187050203,"Census Tract 502.03, Williamson County, Tennessee",5228,226,4900,274,0,127
1400000US47187050204,47187050204,"Census Tract 502.04, Williamson County, Tennessee",4581,202,3850,265,277,136
1400000US47187050205,47187050205,"Census Tract 502.05, Williamson County, Tennessee",3304,126,3157,145,0,127
1400000US47187050206,47187050206,"Census Tract 502.06, Williamson County, Tennessee",2901,139,2792,175,0,127
1400000US47187050207,47187050207,"Census Tract 502.07, Williamson County, Tennessee",3467,181,3188,239,219,157
1400000US47187050208,47187050208,"Census Tract 502.08, Williamson County, Tennessee",5659,462,4263,518,544,281
1400000US47187050303,47187050303,"Census Tract 503.03, Williamson County, Tennessee",2870,167,2785,171,85,111
1400000US47187050304,47187050304,"Census Tract 503.04, Williamson County, Tennessee",1931,125,1820,174,23,33
1400000US47187050305,47187050305,"Census Tract 503.05, Williamson County, Tennessee",2310,275,2140,288,101,113
1400000US47187050306,47187050306,"Census Tract 503.06, Williamson County, Tennessee",1532,267,1322,227,8,14
1400000US47187050307,47187050307,"Census Tract 503.07, Williamson County, Tennessee",3166,212,2957,236,49,40
1400000US47187050403,47187050403,"Census Tract 504.03, Williamson County, Tennessee",1963,144,1951,141,0,127
1400000US47187050404,47187050404,"Census Tract 504.04, Williamson County, Tennessee",6700,350,6195,451,292,236
1400000US47187050405,47187050405,"Census Tract 504.05, Williamson County, Tennessee",2380,187,2352,179,0,127
1400000US47187050406,47187050406,"Census Tract 504.06, Williamson County, Tennessee",5347,314,5053,377,61,68
1400000US47187050502,47187050502,"Census Tract 505.02, Williamson County, Tennessee",4002,301,3979,306,0,127
1400000US47187050503,47187050503,"Census Tract 505.03, Williamson County, Tennessee",4302,285,4214,268,0,127
1400000US47187050504,47187050504,"Census Tract 505.04, Williamson County, Tennessee",3677,289,3558,302,0,127
1400000US47187050601,47187050601,"Census Tract 506.01, Williamson County, Tennessee",6315,404,5632,432,542,206
1400000US47187050602,47187050602,"Census Tract 506.02, Williamson County, Tennessee",7861,380,6857,372,634,183
1400000US47187050701,47187050701,"Census Tract 507.01, Williamson County, Tennessee",4195,381,3886,377,63,69
1400000US47187050702,47187050702,"Census Tract 507.02, Williamson County, Tennessee",4189,269,4039,295,55,91
1400000US47187050800,47187050800,"Census Tract 508, Williamson County, Tennessee",5558,416,3966,388,1265,292
1400000US47187050904,47187050904,"Census Tract 509.04, Williamson County, Tennessee",4504,411,3426,377,572,224
1400000US47187050905,47187050905,"Census Tract 509.05, Williamson County, Tennessee",5488,415,5010,406,203,203
1400000US47187050906,47187050906,"Census Tract 509.06, Williamson County, Tennessee",5349,298,4992,302,281,155
1400000US47187050907,47187050907,"Census Tract 509.07, Williamson County, Tennessee",4986,323,4422,356,42,48
1400000US47187050908,47187050908,"Census Tract 509.08, Williamson County, Tennessee",3343,187,3158,186,73,75
1400000US47187050909,47187050909,"Census Tract 509.09, Williamson County, Tennessee",3565,311,3358,333,69,77
1400000US47187051001,47187051001,"Census Tract 510.01, Williamson County, Tennessee",4974,260,4385,338,78,103
1400000US47187051002,47187051002,"Census Tract 510.02, Williamson County, Tennessee",5569,420,5238,431,149,125
1400000US47187051100,47187051100,"Census Tract 511.00, Williamson County, Tennessee",5416,428,4965,481,351,201
1400000US47187051201,47187051201,"Census Tract 512.01, Williamson County, Tennessee",5113,376,4750,347,88,42
1400000US47187051202,47187051202,"Census Tract 512.02, Williamson County, Tennessee",18933,397,16754,601,928,284
1400000US47189030101,47189030101,"Census Tract 301.01, Wilson County, Tennessee",7697,545,7220,551,211,120
1400000US47189030102,47189030102,"Census Tract 301.02, Wilson County, Tennessee",7098,490,6592,505,342,153
1400000US47189030202,47189030202,"Census Tract 302.02, Wilson County, Tennessee",4945,298,4590,319,224,184
1400000US47189030203,47189030203,"Census Tract 302.03, Wilson County, Tennessee",4153,300,3643,362,479,285
1400000US47189030204,47189030204,"Census Tract 302.04, Wilson County, Tennessee",5663,308,5338,311,141,93
1400000US47189030303,47189030303,"Census Tract 303.03, Wilson County, Tennessee",4403,199,4206,208,100,81
1400000US47189030304,47189030304,"Census Tract 303.04, Wilson County, Tennessee",6148,386,5620,406,308,125
1400000US47189030305,47189030305,"Census Tract 303.05, Wilson County, Tennessee",5441,312,5272,318,109,76
1400000US47189030307,47189030307,"Census Tract 303.07, Wilson County, Tennessee",6625,384,6179,420,316,145
1400000US47189030308,47189030308,"Census Tract 303.08, Wilson County, Tennessee",4476,482,3785,466,365,145
1400000US47189030309,47189030309,"Census Tract 303.09, Wilson County, Tennessee",4797,429,4242,424,425,130
1400000US47189030401,47189030401,"Census Tract 304.01, Wilson County, Tennessee",2157,365,1925,450,219,144
1400000US47189030402,47189030402,"Census Tract 304.02, Wilson County, Tennessee",3215,387,2344,419,359,255
1400000US47189030500,47189030500,"Census Tract 305, Wilson County, Tennessee",6352,651,4817,551,971,423
1400000US47189030600,47189030600,"Census Tract 306, Wilson County, Tennessee",4429,524,4020,511,220,82
1400000US47189030700,47189030700,"Census Tract 307, Wilson County, Tennessee",3063,479,1794,445,1108,241
1400000US47189030800,47189030800,"Census Tract 308, Wilson County, Tennessee",5318,419,5185,431,112,113
1400000US47189030901,47189030901,"Census Tract 309.01, Wilson County, Tennessee",8543,655,7736,653,516,428
1400000US47189030903,47189030903,"Census Tract 309.03, Wilson County, Tennessee",5508,331,5141,356,317,134
1400000US47189030904,47189030904,"Census Tract 309.04, Wilson County, Tennessee",3436,440,3139,456,173,101
1400000US47189031000,47189031000,"Census Tract 310, Wilson County, Tennessee",6096,393,5873,401,141,90
